Label,Resource
B15-1E,68bd57cc-f0ef-2ed2-161a-c86c04374877
B15-1G,3ebd57cc-f0ab-85ff-3d73-5801bd55a8e9
B15-2A,e4bd57cc-ef80-dba6-8507-130554eee8e4
B15-2B,74bd57cc-f043-1d1b-98ed-5f152e73827d
B15-2C,34bd57cc-f002-7c95-05c6-2a4892f9f3cc
B15-2D,90bd57cc-f105-95ca-0873-af8fc4eb34eb
B15-2E,bebd57cc-f135-6298-b1b3-f2e605735ab7
B15-2G,1ebd57cc-f0ef-5c66-2fe2-384924c2bcb1
B15-3A,6cbd57cc-efc0-d296-59cf-65ccab7c5871
B15-3B,12bd57cc-f086-e4aa-a5a8-cb61c78ffa5f
B15-3C,12bd57cc-f040-594f-2a07-02ac245a0e22
B15-3D,42bd57cc-f050-02bf-16d7-4c52aec9ca96
B15-3E,fcbd57cc-f17a-8717-a6bb-354791a1ca44
B15-3G,20bd57cc-f136-1bfc-f889-6546c359aba7
B15-4A,eabd57cc-f007-11bc-9b79-423cf8dd90c4
B15-4B,32bd57cc-f0c8-d7d7-81d6-0f0332c9828d
B15-4C,dabd57cc-f082-28cb-a913-17205e680a7e
B15-4D,eabd57cc-f094-59af-285e-e55bc848cae1
B15-4E,72bd57cc-f06b-5268-336e-b2e6ffeacd26
B15-4G,06bd57cc-f180-c2fd-a663-b6e64d302dff
B16-1A,4abd57cc-f074-3c1f-bbf1-354ced123021
B16-1B,4cbd57cc-f19d-0a4b-7e14-591b2c201433
B16-1C,2abd57cc-f145-448f-3431-cab9332cc8cf
B16-1D,08bd57cc-f219-18e1-fe73-4d1f6a3ccad2
B16-1E,24bd57cc-f1e2-c5ef-d070-fafd9ad4b6d4
B16-1G,aabd57cc-f1ea-1225-ffd9-34e43b4c3d13
B16-2A,48bd57cc-f0cb-e116-8cb8-8e3c92ecdb0f
B16-2B,f8bd57cc-f082-9b74-81be-ec8676c56f36
B16-2C,dcbd57cc-f188-dabc-56cc-add19c5e036e
B16-2D,b8bd57cc-f25b-1a39-ef0b-ea7d1ff2e16a
B16-2E,32bd57cc-f222-9af8-b092-7b2a3cfb38f9
B16-2G,3abd57cc-f22c-ad12-b169-15e8abac859e
B16-3A,36bd57cc-f10e-ad42-5aae-8c757cea7655
B16-3B,dabd57cc-f0c4-e42d-a45c-a94f63eb380e
B16-3C,bebd57cc-f182-a730-e72f-b997926d60e8
B16-3D,cabd57cc-f2a1-0eda-6664-80b16d00a59f
B16-3E,20bd57cc-f271-16ca-8203-da8c87a209af
B16-3G,02bd57cc-f27d-4b50-eca8-cbc7f0517705
B16-4A,1ebd57cc-f152-a0bf-ac71-3ccf4ac3a546
B16-4B,4ebd57cc-f104-d108-f04c-e75b96225470
B16-4C,10bd57cc-f1c7-6ec9-4123-db8531340b79
B16-4D,7ebd57cc-f194-35fe-ce74-babb19d6f60c
B16-4E,5cbd57cc-f2b7-4815-4907-cd8e43a9e59e
B16-4G,a4bd57cc-f2bf-6186-7d82-f0c63d63adf7
B17-1A,36bd57cc-f30d-6767-89a7-2198aa98d676
B17-1B,4ebd57cc-f2be-65d1-3046-21d68e3fb036
B17-1C,babd57cc-f280-64c8-ea6c-324df8c42d10
B17-1D,b2bd57cc-f269-8d76-ac17-cc729b7d5c62
B17-1E,5cbd57cc-f317-42e4-9494-8a30834c17ed
B17-1G,16bd57cc-f41c-fe15-5c80-8b66fd73f71c
B17-2A,1cbd57cc-f1f6-5ca7-a91a-8e918ef67a01
B17-2B,82bd57cc-f307-213f-aa15-cd1895a55991
B17-2C,a2bd57cc-f2bf-4c89-faf8-fdc5764924f4
B17-2D,18bd57cc-f2a7-5f16-3b4c-b745dafbc425
B17-2E,f8bd57cc-f359-a0f3-6c28-0e842876ed58
B17-2G,f2bd57cc-f323-4c10-cd75-c233b58b5269
B17-3A,0cbd57cc-f236-0841-1fc0-8efc633de18b
B17-3B,f8bd57cc-f204-6bba-2f53-a66d68ebc525
B17-3C,e0bd57cc-f311-707e-afba-d33a21f787d5
B17-3D,3abd57cc-f2f3-43bc-6c29-ca29c8a45dbb
B17-3E,a8bd57cc-f39a-5acf-86a2-67c4dcb03c5b
B17-3G,7abd57cc-f364-a18e-e412-4cf681b3a2d6
B17-4A,00bd57cc-f275-d5f4-fca3-3bebe014400e
B17-4B,a0bd57cc-f243-3a31-eaa3-dcf555dc2337
B17-4C,9cbd57cc-f224-ae76-5589-ec2de9f61529
B17-4D,a0bd57cc-f336-2dbb-caad-ba1473a69ef0
B17-4E,36bd57cc-f3d9-20a9-ca53-772824362d91
